day,gamma,direct_liquidity_multiplier_E_k,indirect_liquidity_multiplier_E_k2_over_E_k_minus_1,baseline_direct_liquidity,baseline_indirect_liquidity,liquidity_risk_threshold,liquidity_risk_day,ewi_signal,support_active,support_amount,policy_direct_liquidity,baseline_shortfall,policy_shortfall
35,1.326613353235022,4.468683920378301,9.231704700627612,268.1210352226981,553.9022820376567,153.9079870488574,False,False,True,10.0,312.8078744264811,0.0,0.0
36,1.5625208547006775,3.5135731827629915,7.813150871681993,210.8143909657795,468.78905230091954,153.9079870488574,False,False,True,10.0,245.9501227934094,0.0,0.0
37,1.0510031964699629,5.871052980157852,10.742664725606502,352.2631788094711,644.5598835363901,153.9079870488574,False,False,True,10.0,410.9737086110497,0.0,0.0
38,0.8336406135555645,7.142565145039433,11.787590450676461,428.553908702366,707.2554270405876,153.9079870488574,False,False,True,10.0,499.9795601527603,0.0,0.0
39,0.8378202719940903,7.117218118589312,11.768774348386911,427.03308711535874,706.1264609032147,153.9079870488574,False,False,True,10.0,498.20526830125186,0.0,0.0
40,1.3413449267426896,4.40210093945941,9.145833419012687,264.12605636756456,548.7500051407612,153.9079870488574,False,True,False,0.0,264.12605636756456,0.0,0.0
41,1.381592105225678,4.224869865676204,8.909029347008564,253.4921919405722,534.5417608205139,153.9079870488574,False,False,False,0.0,253.4921919405722,0.0,0.0
42,1.296144870716068,4.609257136888444,9.40785676028263,276.55542821330664,564.4714056169578,153.9079870488574,False,False,False,0.0,276.55542821330664,0.0,0.0
43,0.8814106990666197,6.85451040844284,11.56956082039424,411.2706245065704,694.1736492236545,153.9079870488574,False,False,False,0.0,411.2706245065704,0.0,0.0
44,1.173712301005069,5.2117997076431,10.093953055029488,312.707982458586,605.6371833017693,153.9079870488574,False,False,False,0.0,312.707982458586,0.0,0.0
45,1.131256549295512,5.434058286179307,10.323018689096283,326.0434971707584,619.381121345777,153.9079870488574,False,False,True,10.0,380.3840800325515,0.0,0.0
46,1.1686779352978776,5.237817477652371,10.121361047050994,314.26904865914224,607.2816628230597,153.9079870488574,False,False,True,10.0,366.647223435666,0.0,0.0
47,1.4392624925128796,3.982952757807848,8.56462685658778,238.97716546847087,513.8776113952669,153.9079870488574,False,False,True,10.0,278.80669304654936,0.0,0.0
48,1.1705090154252602,5.228344938587702,10.111399024570195,313.7006963152621,606.6839414742117,153.9079870488574,False,False,True,10.0,365.98414570113914,0.0,0.0
49,1.3535199519409762,4.347763663269095,9.074531092597937,260.86581979614573,544.4718655558762,153.9079870488574,False,False,True,10.0,304.34345642883665,0.0,0.0
50,1.1136706263449911,5.527980476102865,10.416495597348085,331.6788285661719,624.9897358408851,153.9079870488574,False,False,True,10.0,386.9586333272006,0.0,0.0
51,1.1952366362448106,5.101653628258754,9.976010966991117,306.0992176955252,598.560658019467,153.9079870488574,False,False,True,10.0,357.11575397811276,0.0,0.0
52,1.3331087747071622,4.43921332966363,9.193897942342579,266.3527997798178,551.6338765405548,153.9079870488574,False,False,True,10.0,310.7449330764541,0.0,0.0
53,0.6846774637397065,8.05777447208641,12.426166083865654,483.46646832518456,745.5699650319392,153.9079870488574,False,False,True,10.0,564.0442130460486,0.0,0.0
54,0.984234275984595,6.249654209280477,11.078040668212601,374.9792525568286,664.6824400927561,153.9079870488574,False,False,True,10.0,437.4757946496334,0.0,0.0
55,0.9380304823844877,6.5185297543152085,11.302666281404115,391.1117852589125,678.1599768842468,153.9079870488574,False,False,False,0.0,391.1117852589125,0.0,0.0
56,0.8889318946223219,6.809514402289199,11.53463587461669,408.570864137352,692.0781524770014,153.9079870488574,False,False,False,0.0,408.570864137352,0.0,0.0
57,0.9983171224465673,6.168766669675328,11.008361747975727,370.12600018051967,660.5017048785436,153.9079870488574,False,True,False,0.0,370.12600018051967,0.0,0.0
58,1.756043708855367,2.903492447854749,6.6170556442633535,174.20954687128494,397.0233386558012,153.9079870488574,False,False,False,0.0,174.20954687128494,0.0,0.0
59,0.8268397143343883,7.18386334196738,11.818097175471657,431.0318005180428,709.0858305282994,153.9079870488574,False,False,False,0.0,431.0318005180428,0.0,0.0
60,1.484429939985354,3.803424895688414,8.291317635701775,228.20549374130482,497.4790581421065,153.9079870488574,False,False,False,0.0,228.20549374130482,0.0,0.0
61,0.6371043862372058,8.352354255488423,12.6172858139511,501.1412553293054,757.037148837066,153.9079870488574,False,False,False,0.0,501.1412553293054,0.0,0.0
62,0.9794683898677699,6.277145029389088,11.10149321973395,376.62870176334525,666.089593184037,153.9079870488574,False,False,True,10.0,439.40015205723614,0.0,0.0
63,1.14800634979653,5.345600803457286,10.23321626899682,320.73604820743714,613.9929761398092,153.9079870488574,False,False,True,10.0,374.19205624201,0.0,0.0
64,1.314078029512372,4.526048442335021,9.304420552025011,271.56290654010127,558.2652331215006,153.9079870488574,False,False,True,10.0,316.8233909634515,0.0,0.0
65,1.3675462628245703,4.2859497942521925,8.9920214150202,257.15698765513156,539.5212849012121,153.9079870488574,False,False,True,10.0,300.01648559765346,0.0,0.0
66,1.4038504698974283,4.1298196271741325,8.776768699735182,247.78917763044797,526.6061219841109,153.9079870488574,False,False,True,10.0,289.08737390218926,0.0,0.0
67,0.9751529007350176,6.30208745493301,11.122673912352006,378.12524729598056,667.3604347411203,153.9079870488574,False,False,True,10.0,441.1461218453107,0.0,0.0
68,0.9404340396619268,6.504420024869428,11.29112908977146,390.26520149216566,677.4677453862876,153.9079870488574,False,False,True,10.0,455.30940174086,0.0,0.0
69,1.4330981777926135,4.008127441014772,8.601700968587025,240.48764646088634,516.1020581152216,153.9079870488574,False,False,True,10.0,280.56892087103404,0.0,0.0
70,1.025381065381509,6.014838055037082,10.872863542851766,360.89028330222493,652.3718125711059,153.9079870488574,False,False,True,10.0,421.03866385259573,0.0,0.0
71,0.7254890453779417,7.80542029475304,12.257340218107114,468.3252176851824,735.4404130864268,153.9079870488574,False,False,True,10.0,546.3794206327128,0.0,0.0
72,0.7592101461049523,7.597573553081076,12.114383736578938,455.85441318486454,726.8630241947363,153.9079870488574,False,False,False,0.0,455.85441318486454,0.0,0.0
73,0.8128145271998438,7.269224974841568,11.880603346197665,436.1534984904941,712.8362007718599,153.9079870488574,False,False,False,0.0,436.1534984904941,0.0,0.0
74,1.2772637254098895,4.698284984130042,9.515995482254896,281.8970990478025,570.9597289352937,153.9079870488574,False,False,False,0.0,281.8970990478025,0.0,0.0
75,1.14058508794841,5.3846694222624425,10.273098254826948,323.0801653357465,616.3858952896169,153.9079870488574,False,False,False,0.0,323.0801653357465,0.0,0.0
76,1.3585263788933235,4.325607411915041,9.045123359034887,259.5364447149025,542.7074015420933,153.9079870488574,False,False,False,0.0,259.5364447149025,0.0,0.0
77,0.9510246151338325,6.44239593227399,11.240110863057705,386.54375593643937,674.4066517834623,153.9079870488574,False,False,False,0.0,386.54375593643937,0.0,0.0
78,1.1464641412100052,5.35370140962624,10.241517751285551,321.2220845775744,614.491065077133,153.9079870488574,False,False,False,0.0,321.2220845775744,0.0,0.0
79,1.3306875159078242,4.450180244953432,9.20800019581516,267.01081469720594,552.4800117489096,153.9079870488574,False,False,False,0.0,267.01081469720594,0.0,0.0
80,0.9874817907399095,6.230955939705375,11.062022111830187,373.85735638232245,663.7213267098113,153.9079870488574,False,False,False,0.0,373.85735638232245,0.0,0.0
81,1.2609116888246152,4.776566472194618,9.608987479189762,286.5939883316771,576.5392487513858,153.9079870488574,False,False,False,0.0,286.5939883316771,0.0,0.0
82,0.8824190854860436,6.848472436912423,11.564886510749039,410.9083462147454,693.8931906449424,153.9079870488574,False,False,False,0.0,410.9083462147454,0.0,0.0
83,0.9707050509545233,6.327843635406504,11.144449005882757,379.6706181243902,668.6669403529654,153.9079870488574,False,False,False,0.0,379.6706181243902,0.0,0.0
84,0.9649357243015243,6.361326151449423,11.172608425842428,381.6795690869654,670.3565055505456,153.9079870488574,False,False,False,0.0,381.6795690869654,0.0,0.0
85,0.7442084490446567,7.689943021459509,12.178368987591432,461.39658128757054,730.7021392554859,153.9079870488574,False,False,False,0.0,461.39658128757054,0.0,0.0
86,1.273118618262845,4.718026653274758,9.53962648735176,283.08159919648546,572.3775892411056,153.9079870488574,False,False,False,0.0,283.08159919648546,0.0,0.0
87,0.9383209229026752,6.516824765975557,11.301272152814931,391.00948595853345,678.0763291688959,153.9079870488574,False,False,False,0.0,391.00948595853345,0.0,0.0
88,1.0942689319600551,5.632831689293872,10.518637311032027,337.96990135763235,631.1182386619216,153.9079870488574,False,False,False,0.0,337.96990135763235,0.0,0.0
89,1.2705922597114556,4.730094830831448,9.554008671255566,283.8056898498869,573.240520275334,153.9079870488574,False,False,False,0.0,283.8056898498869,0.0,0.0
90,1.2567972746322593,4.796433122290411,9.632287409070564,287.7859873374247,577.9372445442339,153.9079870488574,False,False,False,0.0,287.7859873374247,0.0,0.0
91,1.3476903809922238,4.373710257297973,9.108705196106712,262.4226154378784,546.5223117664027,153.9079870488574,False,True,False,0.0,262.4226154378784,0.0,0.0
92,1.0562007779024079,5.842125103159063,10.71602780094377,350.5275061895438,642.9616680566262,153.9079870488574,False,False,False,0.0,350.5275061895438,0.0,0.0
93,0.9522252192162383,6.435381290542989,11.234306508486881,386.12287743257934,674.0583905092128,153.9079870488574,False,False,False,0.0,386.12287743257934,0.0,0.0
94,1.0625439898476232,5.806931653329069,10.683418744227916,348.4158991997441,641.005124653675,153.9079870488574,False,False,False,0.0,348.4158991997441,0.0,0.0
95,0.6361975045724546,8.357968843726052,12.620868509158973,501.4781306235631,757.2521105495383,153.9079870488574,False,False,False,0.0,501.4781306235631,0.0,0.0
96,0.6868749248989718,8.044172675755103,12.417191272620164,482.65036054530617,745.0314763572098,153.9079870488574,False,False,True,10.0,563.0920873028572,0.0,0.0
97,0.7146881659279285,7.872140869908979,12.302461855908291,472.3284521945388,738.1477113544975,153.9079870488574,False,False,True,10.0,551.0498608936285,0.0,0.0
98,0.7928884079971169,7.390923791591195,11.968450195075473,443.4554274954717,718.1070117045284,153.9079870488574,False,False,True,10.0,517.3646654113836,0.0,0.0
99,1.2381876875210196,4.887131073754165,9.737173245581152,293.2278644252499,584.2303947348692,153.9079870488574,False,False,True,10.0,342.09917516279154,0.0,0.0
100,0.8164462894732535,7.2470965428581255,11.864470376039508,434.8257925714875,711.8682225623704,153.9079870488574,False,False,True,10.0,507.2967580000688,0.0,0.0
101,0.9660370712240066,6.354926362443478,11.167242271203666,381.29558174660866,670.03453627222,153.9079870488574,False,False,True,10.0,444.84484537104345,0.0,0.0
102,1.6497452307940854,3.2200067007760924,7.274080855327303,193.20040204656556,436.4448513196382,153.9079870488574,False,False,True,10.0,225.40046905432646,0.0,0.0
103,0.9728101875609213,6.31564653748448,11.134150830070176,378.9387922490688,668.0490498042105,153.9079870488574,False,False,True,10.0,442.0952576239136,0.0,0.0
104,1.379064849581945,4.235804405977151,8.923986360387024,254.1482643586291,535.4391816232214,153.9079870488574,False,False,True,10.0,296.5063084184006,0.0,0.0
105,0.809149309473949,7.291574069611408,11.896847288216982,437.49444417668445,713.810837293019,153.9079870488574,False,False,True,10.0,510.41018487279854,0.0,0.0
106,1.0207677972139633,6.040933367069974,10.89610544249014,362.4560020241985,653.7663265494084,153.9079870488574,False,False,False,0.0,362.4560020241985,0.0,0.0
107,0.8049254153552391,7.317351229324533,11.915517942832864,439.041073759472,714.9310765699718,153.9079870488574,False,False,False,0.0,439.041073759472,0.0,0.0
108,0.9781729796528705,6.284624351365728,11.107859968863744,377.0774610819437,666.4715981318246,153.9079870488574,False,False,False,0.0,377.0774610819437,0.0,0.0
109,1.425042645227293,4.041277882219404,8.650057899602661,242.47667293316425,519.0034739761596,153.9079870488574,False,False,False,0.0,242.47667293316425,0.0,0.0
110,0.6281327127057796,8.407893045501446,12.652651346019125,504.4735827300867,759.1590807611475,153.9079870488574,False,False,False,0.0,504.4735827300867,0.0,0.0
111,1.251951725439639,4.81991897687312,9.659675377506776,289.19513861238715,579.5805226504066,153.9079870488574,False,False,False,0.0,289.19513861238715,0.0,0.0
112,1.1758015842228662,5.201038705281723,10.082552919544602,312.0623223169034,604.9531751726761,153.9079870488574,False,False,False,0.0,312.0623223169034,0.0,0.0
113,0.9017083415840796,6.733319259013705,11.474942600641757,403.9991555408223,688.4965560385054,153.9079870488574,False,False,False,0.0,403.9991555408223,0.0,0.0
114,0.6871060816653665,8.04274197258607,12.41624591348888,482.5645183551642,744.9747548093328,153.9079870488574,False,False,False,0.0,482.5645183551642,0.0,0.0
115,1.11528865412217,5.519300496101045,10.407925375367732,331.1580297660627,624.4755225220639,153.9079870488574,False,False,False,0.0,331.1580297660627,0.0,0.0
116,0.9205028603237889,6.621832350114668,11.386269602327216,397.3099410068801,683.176176139633,153.9079870488574,False,False,False,0.0,397.3099410068801,0.0,0.0
117,1.1739051294190768,5.210806531131269,10.0929008903319,312.6483918678761,605.5740534199141,153.9079870488574,False,False,False,0.0,312.6483918678761,0.0,0.0
118,1.0975409639188272,5.615058781312261,10.50148550654627,336.9035268787357,630.0891303927763,153.9079870488574,False,False,False,0.0,336.9035268787357,0.0,0.0
119,1.816933278626618,2.7414482204573334,6.244129432858065,164.48689322744,374.6477659714839,153.9079870488574,False,False,False,0.0,164.48689322744,0.0,0.0
120,1.0097810024519769,6.103314326427984,10.95122329946768,366.1988595856791,657.0733979680608,153.9079870488574,False,False,False,0.0,366.1988595856791,0.0,0.0
121,0.7862754515970688,7.431411736153283,11.99735798531734,445.884704169197,719.8414791190404,153.9079870488574,False,False,False,0.0,445.884704169197,0.0,0.0
122,1.154074101200582,5.313798728388491,10.200503113148963,318.82792370330947,612.0301867889378,153.9079870488574,False,True,False,0.0,318.82792370330947,0.0,0.0
123,1.1691657814356362,5.235290391213093,10.118709297230488,314.11742347278556,607.1225578338293,153.9079870488574,False,False,False,0.0,314.11742347278556,0.0,0.0
124,1.6816088151817052,3.120486025868939,7.076770201230294,187.22916155213633,424.6062120738177,153.9079870488574,False,False,False,0.0,187.22916155213633,0.0,0.0
125,1.422681774513016,4.051048912548112,8.664209501030617,243.06293475288675,519.852570061837,153.9079870488574,False,False,False,0.0,243.06293475288675,0.0,0.0
126,1.221354454457455,4.970350056389811,9.831325630684763,298.2210033833887,589.8795378410857,153.9079870488574,False,False,False,0.0,298.2210033833887,0.0,0.0
127,1.738406872137149,2.9529877197039816,6.725708317542788,177.17926318223888,403.5424990525673,153.9079870488574,False,False,True,10.0,206.70914037927872,0.0,0.0
128,0.7458906185752263,7.679575906366261,12.171229992244093,460.77455438197563,730.2737995346456,153.9079870488574,False,False,True,10.0,537.5703134456382,0.0,0.0
129,0.8886841391351014,6.810995480081364,11.535788095452624,408.65972880488187,692.1472857271574,153.9079870488574,False,False,True,10.0,476.7696836056955,0.0,0.0
130,0.8109692500415958,7.280475245582969,11.888784941885675,436.82851473497817,713.3270965131405,153.9079870488574,False,False,True,10.0,509.6332671908078,0.0,0.0
131,0.962453870315044,6.375755078293021,11.18469252588551,382.54530469758123,671.0815515531306,153.9079870488574,False,False,True,10.0,446.3028554805115,0.0,0.0
132,0.7024834449745515,7.947596635690127,12.353066748522503,476.8557981414076,741.1840049113501,153.9079870488574,False,False,True,10.0,556.3317644983089,0.0,0.0
133,1.3347527195930804,4.431786481006459,9.184313566075327,265.9071888603876,551.0588139645196,153.9079870488574,False,False,True,10.0,310.22505367045216,0.0,0.0
134,1.0153158678368015,6.071849180361761,10.923496041748361,364.31095082170566,655.4097625049017,153.9079870488574,False,True,True,10.0,425.02944262532327,0.0,0.0
135,0.6817020381340115,8.076193081232752,12.43830139936444,484.5715848739651,746.2980839618664,153.9079870488574,False,True,True,10.0,565.3335156862927,0.0,0.0
136,0.788264393871167,7.419230365577906,11.988674121149144,445.1538219346744,719.3204472689487,153.9079870488574,False,False,True,10.0,519.3461255904534,0.0,0.0
137,1.2045755585880993,5.054403427802221,9.924472734480613,303.2642056681333,595.4683640688368,153.9079870488574,False,False,False,0.0,303.2642056681333,0.0,0.0
138,1.4240511138062417,4.045381573085817,8.656001366726532,242.722894385149,519.3600820035919,153.9079870488574,False,False,False,0.0,242.722894385149,0.0,0.0
139,2.0609356243197663,2.216412688657525,4.815841283360221,132.98476131945148,288.9504770016133,153.9079870488574,True,False,True,10.0,155.14888820602673,20.923225729405914,0.0
140,2.761495003597113,1.4537331663012176,1.888425360308403,87.22398997807306,113.30552161850417,153.9079870488574,True,False,True,10.0,101.76132164108523,66.68399707078433,52.14666540777216
141,1.2439827798934306,4.858743180748911,9.704598292015136,291.52459084493466,582.2758975209082,153.9079870488574,False,False,True,10.0,340.1120226524238,0.0,0.0
142,0.7948408965858837,7.378978839854932,11.95989138266023,442.7387303912959,717.5934829596138,153.9079870488574,False,False,True,10.0,516.5285187898453,0.0,0.0
143,0.5520414361351593,8.877645056855952,12.94420147763724,532.6587034113571,776.6520886582343,153.9079870488574,False,False,True,10.0,621.4351539799167,0.0,0.0
144,1.1871007088034111,5.14308547576114,10.020730172263812,308.5851285456684,601.2438103358287,153.9079870488574,False,False,True,10.0,360.01598330327977,0.0,0.0
145,0.8409107214767629,7.0984947794858835,11.75482610599213,425.909686769153,705.2895663595278,153.9079870488574,False,False,True,10.0,496.8946345640118,0.0,0.0
146,0.9546408395710111,6.421276572674371,11.222617507273306,385.27659436046224,673.3570504363984,153.9079870488574,False,False,True,10.0,449.48936008720597,0.0,0.0
147,0.8965599441805716,6.763987114787438,11.499049807015243,405.8392268872463,689.9429884209146,153.9079870488574,False,False,True,10.0,473.47909803512067,0.0,0.0
148,1.0420403842716723,5.921126385933849,10.788422082194327,355.267583156031,647.3053249316596,153.9079870488574,False,False,True,10.0,414.47884701536947,0.0,0.0
149,1.5314312298359454,3.6258711522129325,8.004227279836218,217.55226913277596,480.2536367901731,153.9079870488574,False,False,True,10.0,253.81098065490528,0.0,0.0
150,1.1459188462128926,5.356565626604477,10.244452994157504,321.39393759626864,614.6671796494502,153.9079870488574,False,True,False,0.0,321.39393759626864,0.0,0.0
151,1.0361247599228072,5.9543133489669975,10.818492990014592,357.2588009380199,649.1095794008755,153.9079870488574,False,True,False,0.0,357.2588009380199,0.0,0.0
152,0.7832318103267519,7.450063221959708,12.010618233855979,447.00379331758245,720.6370940313587,153.9079870488574,False,False,False,0.0,447.00379331758245,0.0,0.0
153,0.6387706901227485,8.342037421159542,12.610692828662373,500.5222452695725,756.6415697197424,153.9079870488574,False,True,False,0.0,500.5222452695725,0.0,0.0
154,0.9332734828862074,6.546499109280831,11.325443804779681,392.7899465568499,679.5266282867808,153.9079870488574,False,False,False,0.0,392.7899465568499,0.0,0.0
155,1.071372816771331,5.758160354843389,10.637840543938186,345.48962129060334,638.2704326362912,153.9079870488574,False,True,True,10.0,403.0712248390372,0.0,0.0
156,1.9158488504634674,2.505937498228616,5.649372763297714,150.35624989371695,338.96236579786284,153.9079870488574,True,False,True,10.0,175.4156248760031,3.5517371551404437,0.0
157,1.1361717570629524,5.407997566424504,10.29674436909546,324.47985398547024,617.8046621457277,153.9079870488574,False,False,True,10.0,378.55982964971525,0.0,0.0
158,1.4912947051822,3.7769059331881585,8.249541857392396,226.6143559912895,494.97251144354374,153.9079870488574,False,True,True,10.0,264.3834153231711,0.0,0.0
159,0.9294142408316324,6.569226046036515,11.34387604902506,394.15356276219086,680.6325629415036,153.9079870488574,False,False,True,10.0,459.845823222556,0.0,0.0
160,0.7468000770228261,7.67397338602888,12.16736090035921,460.4384031617328,730.0416540215526,153.9079870488574,False,False,True,10.0,537.1781370220216,0.0,0.0
161,0.8010582239696791,7.340969803685831,11.93256885440701,440.45818822114984,715.9541312644207,153.9079870488574,False,False,True,10.0,513.8678862580082,0.0,0.0
162,0.8647765088149332,6.954390186098969,11.64621943520584,417.2634111659381,698.7731661123504,153.9079870488574,False,False,True,10.0,486.80731302692783,0.0,0.0
163,2.1494060130960753,2.0685091438220065,4.338247581938232,124.11054862932039,260.2948549162939,153.9079870488574,True,False,True,10.0,144.79564006754046,29.797438419537002,9.112346981316932
164,0.8386478740622334,7.112204131384078,11.765039100709314,426.7322478830447,705.9023460425589,153.9079870488574,False,False,True,10.0,497.8542891968855,0.0,0.0
165,1.4242158853139402,4.044699626637292,8.655013688456167,242.68197759823752,519.30082130737,153.9079870488574,False,False,True,10.0,283.12897386461043,0.0,0.0
166,0.8171112944569708,7.243045527571685,11.861514340009366,434.58273165430114,711.690860400562,153.9079870488574,False,False,True,10.0,507.013186930018,0.0,0.0
167,1.4671473368173318,3.871086481065617,8.39622582699936,232.26518886393703,503.77354961996167,153.9079870488574,False,False,True,10.0,270.9760536745932,0.0,0.0
168,1.2323456499570247,4.915890216517482,9.769925428870687,294.95341299104894,586.1955257322412,153.9079870488574,False,False,True,10.0,344.11231515622376,0.0,0.0
169,1.036785112654134,5.950602531556195,10.815142144124296,357.03615189337165,648.9085286474577,153.9079870488574,False,False,True,10.0,416.5421772089336,0.0,0.0
170,1.0758326176872177,5.733616683764041,10.61473519080591,344.0170010258425,636.8841114483546,153.9079870488574,False,False,True,10.0,401.3531678634829,0.0,0.0
171,0.884431056447273,6.83643000647142,11.555552651673063,410.1858003882852,693.3331591003838,153.9079870488574,False,False,True,10.0,478.5501004529994,0.0,0.0
172,1.2566132471339115,4.79732406621914,9.633328170926156,287.8394439731484,577.9996902555694,153.9079870488574,False,False,True,10.0,335.8126846353398,0.0,0.0
173,0.9426474790754774,6.491434822651555,11.28049381524429,389.4860893590933,676.8296289146574,153.9079870488574,False,False,False,0.0,389.4860893590933,0.0,0.0
174,0.7371742138223916,7.733310036486493,12.208158810919677,463.99860218918957,732.4895286551806,153.9079870488574,False,False,False,0.0,463.99860218918957,0.0,0.0
175,0.7249681392076714,7.808637107166137,12.259521753837504,468.51822642996825,735.5713052302502,153.9079870488574,False,False,False,0.0,468.51822642996825,0.0,0.0
176,1.1516142488813994,5.326678025999518,10.213774692608931,319.6006815599711,612.8264815565359,153.9079870488574,False,False,False,0.0,319.6006815599711,0.0,0.0
177,1.8038288522657195,2.775189009845423,6.324047386738647,166.51134059072538,379.4428432043188,153.9079870488574,False,False,False,0.0,166.51134059072538,0.0,0.0
178,1.1469953499257435,5.350911182261854,10.238658332797122,321.0546709357112,614.3194999678274,153.9079870488574,False,False,False,0.0,321.0546709357112,0.0,0.0
